BioSample,Sample,Run,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,INH,RIF,RFB,EMB,STM,ETH,CIP,CYS,CAP,KAN,OFX,PAS,PZA,AMI,MXF,PRO,CFZ,LEV,CLAR,GATI,AMOXCLAV,LZD,Platform,TaxID,ScientificName,LoadDate,ReleaseDate,Combined_Runs,Num_Runs,TDR_Sample
SAMEA3558138,ERS865287,ERR1213853,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:57:53,2016-01-20 05:34:31,"ERR1213853,ERR1034605",2,nan
SAMEA3558138,ERS865287,ERR1034605,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:44:27,2015-10-27 04:36:28,"ERR1213853,ERR1034605",2,nan
SAMEA3558139,ERS865288,ERR1034606,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.2-0.8,<10,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:44:21,2015-10-27 04:36:28,"ERR1034606,ERR1213854",2,nan
SAMEA3558139,ERS865288,ERR1213854,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.2-0.8,<10,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:19:03,2016-01-20 05:34:31,"ERR1034606,ERR1213854",2,nan
SAMEA3558140,ERS865289,ERR1034607,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,<10,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:48,2015-10-27 04:36:28,"ERR1034607,ERR1213855",2,nan
SAMEA3558140,ERS865289,ERR1213855,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,<10,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:04:29,2016-01-20 05:34:31,"ERR1034607,ERR1213855",2,nan
SAMEA3558141,ERS865290,ERR1213856,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:19:37,2016-01-20 05:34:31,"ERR1213856,ERR1034608",2,nan
SAMEA3558141,ERS865290,ERR1034608,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:51:02,2015-10-27 04:36:28,"ERR1213856,ERR1034608",2,nan
SAMEA3558142,ERS865291,ERR1213857,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.2-0.8,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:56:34,2016-01-20 05:34:31,"ERR1213857,ERR1034609",2,nan
SAMEA3558142,ERS865291,ERR1034609,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.2-0.8,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:48,2015-10-27 04:36:28,"ERR1213857,ERR1034609",2,nan
SAMEA3558143,ERS865292,ERR1213858,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,80-120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:11:20,2016-01-20 05:34:31,"ERR1213858,ERR1034610",2,nan
SAMEA3558143,ERS865292,ERR1034610,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,80-120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:59,2015-10-27 04:36:28,"ERR1213858,ERR1034610",2,nan
SAMEA3558144,ERS865293,ERR1034611,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,40-80,,>8,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:47,2015-10-27 04:36:28,"ERR1034611,ERR1213859",2,nan
SAMEA3558144,ERS865293,ERR1213859,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,40-80,,>8,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:53:08,2016-01-20 05:34:31,"ERR1034611,ERR1213859",2,nan
SAMEA3558145,ERS865294,ERR1034612,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:33,2015-10-27 04:36:28,"ERR1034612,ERR1213860",2,nan
SAMEA3558145,ERS865294,ERR1213860,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:53:07,2016-01-20 05:34:31,"ERR1034612,ERR1213860",2,nan
SAMEA3558146,ERS865295,ERR1034613,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,<1,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:36,2015-10-27 04:36:28,"ERR1034613,ERR1213861",2,nan
SAMEA3558146,ERS865295,ERR1213861,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,<1,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:10:10,2016-01-20 05:34:31,"ERR1034613,ERR1213861",2,nan
SAMEA3558147,ERS865296,ERR1034614,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,20-30,,2-4,8-16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:25,2015-10-27 04:36:28,"ERR1034614,ERR1213862",2,nan
SAMEA3558147,ERS865296,ERR1213862,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,20-30,,2-4,8-16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:56:01,2016-01-20 05:34:31,"ERR1034614,ERR1213862",2,nan
SAMEA3558148,ERS865297,ERR1034615,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:49,2015-10-27 04:36:28,"ERR1034615,ERR1213863",2,nan
SAMEA3558148,ERS865297,ERR1213863,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:00:45,2016-01-20 05:34:31,"ERR1034615,ERR1213863",2,nan
SAMEA3558149,ERS865298,ERR1034616,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,10-20,,4-8,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:53,2015-10-27 04:36:28,"ERR1034616,ERR1213864",2,nan
SAMEA3558149,ERS865298,ERR1213864,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,10-20,,4-8,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 07:10:37,2016-01-20 05:34:31,"ERR1034616,ERR1213864",2,nan
SAMEA3558150,ERS865299,ERR1213865,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:54:10,2016-01-20 05:34:31,"ERR1213865,ERR1034617",2,nan
SAMEA3558150,ERS865299,ERR1034617,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:42:37,2015-10-27 04:36:28,"ERR1213865,ERR1034617",2,nan
SAMEA3558151,ERS865300,ERR1213866,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:53:53,2016-01-20 05:34:31,"ERR1213866,ERR1034618",2,nan
SAMEA3558151,ERS865300,ERR1034618,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,1-2,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:41:25,2015-10-27 04:36:28,"ERR1213866,ERR1034618",2,nan
SAMEA3558152,ERS865301,ERR1213867,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:52:30,2016-01-20 05:34:31,"ERR1213867,ERR1034619",2,nan
SAMEA3558152,ERS865301,ERR1034619,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:41:31,2015-10-27 04:36:28,"ERR1213867,ERR1034619",2,nan
SAMEA3558153,ERS865302,ERR1034620,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:41:04,2015-10-27 04:36:28,"ERR1034620,ERR1213868",2,nan
SAMEA3558153,ERS865302,ERR1213868,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:55:33,2016-01-20 05:34:31,"ERR1034620,ERR1213868",2,nan
SAMEA3558154,ERS865303,ERR1213869,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:50:17,2016-01-20 05:34:31,"ERR1213869,ERR1034621",2,nan
SAMEA3558154,ERS865303,ERR1034621,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:55,2015-10-27 04:36:28,"ERR1213869,ERR1034621",2,nan
SAMEA3558155,ERS865304,ERR1213870,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:50:33,2016-01-20 05:34:31,"ERR1213870,ERR1034622",2,nan
SAMEA3558155,ERS865304,ERR1034622,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:41:02,2015-10-27 04:36:28,"ERR1213870,ERR1034622",2,nan
SAMEA3558156,ERS865305,ERR1213871,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,2-4,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:49:18,2016-01-20 05:34:31,"ERR1213871,ERR1034623",2,nan
SAMEA3558156,ERS865305,ERR1034623,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,2-4,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:41:02,2015-10-27 04:36:28,"ERR1213871,ERR1034623",2,nan
SAMEA3558157,ERS865306,ERR1034624,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,2-4,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:59,2015-10-27 04:36:28,"ERR1034624,ERR1213872",2,nan
SAMEA3558157,ERS865306,ERR1213872,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,2-4,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:51:53,2016-01-20 05:34:31,"ERR1034624,ERR1213872",2,nan
SAMEA3558158,ERS865307,ERR1034625,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,<1,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:24,2015-10-27 04:36:28,"ERR1034625,ERR1213873",2,nan
SAMEA3558158,ERS865307,ERR1213873,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,<1,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:53:15,2016-01-20 05:34:31,"ERR1034625,ERR1213873",2,nan
SAMEA3558159,ERS865308,ERR1034626,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,>8,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:07,2015-10-27 04:36:28,"ERR1034626,ERR1213874",2,nan
SAMEA3558159,ERS865308,ERR1213874,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,>8,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:55:31,2016-01-20 05:34:31,"ERR1034626,ERR1213874",2,nan
SAMEA3558162,ERS865311,ERR1213877,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:48:21,2016-01-20 05:34:31,"ERR1213877,ERR1034629",2,nan
SAMEA3558162,ERS865311,ERR1034629,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:20,2015-10-27 04:36:28,"ERR1213877,ERR1034629",2,nan
SAMEA3558163,ERS865312,ERR1213878,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:49:16,2016-01-20 05:34:31,"ERR1213878,ERR1034630",2,nan
SAMEA3558163,ERS865312,ERR1034630,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:15,2015-10-27 04:36:28,"ERR1213878,ERR1034630",2,nan
SAMEA3558164,ERS865313,ERR1213879,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,<1,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:47:26,2016-01-20 05:34:31,"ERR1213879,ERR1034631",2,nan
SAMEA3558164,ERS865313,ERR1034631,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,<1,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:25,2015-10-27 04:36:28,"ERR1213879,ERR1034631",2,nan
SAMEA3558165,ERS865314,ERR1213880,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:47:03,2016-01-20 05:34:31,"ERR1213880,ERR1034632",2,nan
SAMEA3558165,ERS865314,ERR1034632,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:40:23,2015-10-27 04:36:28,"ERR1213880,ERR1034632",2,nan
SAMEA3558166,ERS865315,ERR1213881,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,10-20,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:46:21,2016-01-20 05:34:31,"ERR1213881,ERR1034633",2,nan
SAMEA3558166,ERS865315,ERR1034633,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,10-20,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:38,2015-10-27 04:36:28,"ERR1213881,ERR1034633",2,nan
SAMEA3558167,ERS865316,ERR1213882,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,1-2,8-16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:48:23,2016-01-20 05:34:31,"ERR1213882,ERR1034634",2,nan
SAMEA3558167,ERS865316,ERR1034634,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,1-2,8-16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:34,2015-10-27 04:36:28,"ERR1213882,ERR1034634",2,nan
SAMEA3558168,ERS865317,ERR1213883,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:49:31,2016-01-20 05:34:31,"ERR1213883,ERR1034635",2,nan
SAMEA3558168,ERS865317,ERR1034635,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,<10,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:36,2015-10-27 04:36:28,"ERR1213883,ERR1034635",2,nan
SAMEA3558169,ERS865318,ERR1213884,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,30-40,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:47:27,2016-01-20 05:34:31,"ERR1213884,ERR1034636",2,nan
SAMEA3558169,ERS865318,ERR1034636,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,30-40,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:37,2015-10-27 04:36:28,"ERR1213884,ERR1034636",2,nan
SAMEA3558170,ERS865319,ERR1034637,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,10-20,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:18,2015-10-27 04:36:28,"ERR1034637,ERR1213885",2,nan
SAMEA3558170,ERS865319,ERR1213885,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,10-20,,<1,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:47:33,2016-01-20 05:34:31,"ERR1034637,ERR1213885",2,nan
SAMEA3558171,ERS865320,ERR1213886,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:48:27,2016-01-20 05:34:31,"ERR1213886,ERR1034638",2,nan
SAMEA3558171,ERS865320,ERR1034638,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:10,2015-10-27 04:36:28,"ERR1213886,ERR1034638",2,nan
SAMEA3558172,ERS865321,ERR1213887,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:53:57,2016-01-20 05:34:31,"ERR1213887,ERR1034639",2,nan
SAMEA3558172,ERS865321,ERR1034639,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,>120,,2-4,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:10,2015-10-27 04:36:28,"ERR1213887,ERR1034639",2,nan
SAMEA3558173,ERS865322,ERR1213888,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:52:43,2016-01-20 05:34:31,"ERR1213888,ERR1034640",2,nan
SAMEA3558173,ERS865322,ERR1034640,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.8-1.6,>120,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:11,2015-10-27 04:36:28,"ERR1213888,ERR1034640",2,nan
SAMEA3558175,ERS865324,ERR1213890,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,40-80,,1-2,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:44:57,2016-01-20 05:34:31,"ERR1213890,ERR1034642",2,nan
SAMEA3558175,ERS865324,ERR1034642,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,1.6-3.2,40-80,,1-2,2-4,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:39:10,2015-10-27 04:36:28,"ERR1213890,ERR1034642",2,nan
SAMEA3558176,ERS865325,ERR1034643,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,80-120,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:38:48,2015-10-27 04:36:28,"ERR1034643,ERR1213891",2,nan
SAMEA3558176,ERS865325,ERR1213891,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,>3.2,80-120,,1-2,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:43:21,2016-01-20 05:34:31,"ERR1034643,ERR1213891",2,nan
SAMEA3558177,ERS865326,ERR1034644,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,2-4,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:38:46,2015-10-27 04:36:28,"ERR1034644,ERR1213892",2,nan
SAMEA3558177,ERS865326,ERR1213892,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,<10,,2-4,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:45:17,2016-01-20 05:34:31,"ERR1034644,ERR1213892",2,nan
SAMEA3558178,ERS865327,ERR1034645,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:38:41,2015-10-27 04:36:28,"ERR1034645,ERR1213893",2,nan
SAMEA3558178,ERS865327,ERR1213893,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,>120,,1-2,>16,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:41:59,2016-01-20 05:34:31,"ERR1034645,ERR1213893",2,nan
SAMEA3558179,ERS865328,ERR1034646,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:38:43,2015-10-27 04:36:28,"ERR1034646,ERR1213894",2,nan
SAMEA3558179,ERS865328,ERR1213894,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,<1,1-2,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:43:35,2016-01-20 05:34:31,"ERR1034646,ERR1213894",2,nan
SAMEA3558181,ERS865330,ERR1213896,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,40-80,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:45:13,2016-01-20 05:34:31,"ERR1213896,ERR1034648",2,nan
SAMEA3558181,ERS865330,ERR1034648,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,0.05-0.2,40-80,,<1,4-8,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2015-12-10 05:38:40,2015-10-27 04:36:28,"ERR1213896,ERR1034648",2,nan
SAMEA3558182,ERS865331,ERR1213897,,PATRIC_20191206,ITM,Phelan 2016 BMC Med,27005572.0,LJ,<0.05,<10,,<1,<1,,,,,,,,,,,,,,,,,,ILLUMINA,1773.0,Mycobacterium tuberculosis,2016-01-20 06:45:39,2016-01-20 05:34:31,"ERR1213897,ERR1034649",2,nan
