ID,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,MEDIA,RIF,INH,RFB,BDQ,EMB,STR,KAN,AMI,CAP,OFX,LEV,MXF,ETH,PAS,CYS,LIN,CFZ,AMI_PHENOTYPE_QUALITY,CYS_PHENOTYPE_QUALITY,EMB_PHENOTYPE_QUALITY,ETH_PHENOTYPE_QUALITY,INH_PHENOTYPE_QUALITY,KAN_PHENOTYPE_QUALITY,MXF_PHENOTYPE_QUALITY,OFX_PHENOTYPE_QUALITY,PAS_PHENOTYPE_QUALITY,RFB_PHENOTYPE_QUALITY,RIF_PHENOTYPE_QUALITY,STR_PHENOTYPE_QUALITY
FS019-71,FS019-71,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
FS020-15,FS020-15,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS021-16,FS021-16,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS021A-289,FS021A-289,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS022-72,FS022-72,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS023-73,FS023-73,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS024-74,FS024-74,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS025-75,FS025-75,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS026-76,FS026-76,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS027-77,FS027-77,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
FS028-78,FS028-78,,EXIT-RIF,Not specified,MGIT,7.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
FS029-79,FS029-79,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS031-81,FS031-81,,EXIT-RIF,Not specified,MGIT,7.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
FS031-2-89,FS031-2-89,,EXIT-RIF,Not specified,MGIT,3.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
FS032-82,FS032-82,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS033-83,FS033-83,,EXIT-RIF,Not specified,MGIT,3.75,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
FS034-84,FS034-84,,EXIT-RIF,Not specified,MGIT,50.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
FS035-135,FS035-135,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS036-136,FS036-136,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS036A-362,FS036A-362,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS037-137,FS037-137,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS038-138,FS038-138,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS038A-363,FS038A-363,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS039-139,FS039-139,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS041-141,FS041-141,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS042-142,FS042-142,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS043-143,FS043-143,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS043A-291,FS043A-291,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS044-144,FS044-144,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS045-145,FS045-145,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS046-146,FS046-146,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS047-147,FS047-147,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS048-148,FS048-148,,EXIT-RIF,Not specified,MGIT,3.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS049A-290,FS049A-290,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS050-149,FS050-149,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS051-150,FS051-150,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS052-151,FS052-151,,EXIT-RIF,Not specified,MGIT,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS053-152,FS053-152,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS054-153,FS054-153,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS055-154,FS055-154,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS056-155,FS056-155,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS059-158,FS059-158,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS060-159,FS060-159,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS061-236,FS061-236,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS062-237,FS062-237,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS063-238,FS063-238,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS064-239,FS064-239,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS065-240,FS065-240,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS067-241,FS067-241,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS068C-242,FS068C-242,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS303-401,FS303-401,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS304-402,FS304-402,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS306-436,FS306-436,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS308-438,FS308-438,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS309-439,FS309-439,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS310-440,FS310-440,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS311-441,FS311-441,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS314-442,FS314-442,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS315-443,FS315-443,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS321-445,FS321-445,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS322-446,FS322-446,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS331-448,FS331-448,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS331B-467,FS331B-467,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS336-468,FS336-468,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS338-469,FS338-469,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS348-470,FS348-470,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS351-471,FS351-471,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS352-472,FS352-472,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS353-474,FS353-474,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS355-473,FS355-473,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS356-475,FS356-475,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS358-476,FS358-476,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS359-477,FS359-477,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS500-243,FS500-243,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS501-244,FS501-244,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS503-281,FS503-281,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS507-282,FS507-282,,EXIT-RIF,Not specified,MGIT,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS508-283,FS508-283,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS512-284,FS512-284,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS513-285,FS513-285,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS519-287,FS519-287,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS527-288,FS527-288,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS535-367,FS535-367,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS537-368,FS537-368,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS550-364,FS550-364,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS551-365,FS551-365,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS564-369,FS564-369,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS579-370,FS579-370,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS581-371,FS581-371,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
FS582-372,FS582-372,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS583-373,FS583-373,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS583A-374,FS583A-374,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS584-375,FS584-375,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS585-376,FS585-376,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS588-377,FS588-377,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS588A-378,FS588A-378,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS591-379,FS591-379,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS592-380,FS592-380,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS595A-381,FS595A-381,,EXIT-RIF,Not specified,MGIT,3.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
FS596-382,FS596-382,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS598-383,FS598-383,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS598A-384,FS598A-384,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA001-38,GA001-38,,EXIT-RIF,Not specified,MGIT,1.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
GA002-39,GA002-39,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA003-40,GA003-40,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA004-41,GA004-41,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA006A-65,GA006A-65,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA007-44,GA007-44,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA008-45,GA008-45,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA010-47,GA010-47,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA012-49,GA012-49,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA013A-66,GA013A-66,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA016-52,GA016-52,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA017-53,GA017-53,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA018-54,GA018-54,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA020-56,GA020-56,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA022-58,GA022-58,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA024-59,GA024-59,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA027-116,GA027-116,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA029-117,GA029-117,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA029A-200,GA029A-200,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA030-61,GA030-61,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA032-118,GA032-118,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA035-63,GA035-63,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA036-64,GA036-64,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA037-122,GA037-122,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA040-119,GA040-119,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA041-123,GA041-123,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA042-120,GA042-120,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA043-124,GA043-124,,EXIT-RIF,Not specified,MGIT,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA044-125,GA044-125,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA045-126,GA045-126,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA046-127,GA046-127,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA046A-227,GA046A-227,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA047-128,GA047-128,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA048-129,GA048-129,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA050-131,GA050-131,,EXIT-RIF,Not specified,MGIT,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA056-191,GA056-191,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA057-133,GA057-133,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA058-192,GA058-192,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA059-193,GA059-193,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA060-222,GA060-222,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA061-194,GA061-194,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA062-195,GA062-195,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA063-223,GA063-223,,EXIT-RIF,Not specified,MGIT,3.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
GA064-196,GA064-196,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA064A-228,GA064A-228,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA065-224,GA065-224,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA068-199,GA068-199,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA069-225,GA069-225,,EXIT-RIF,Not specified,MGIT,1.5,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA074-226,GA074-226,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA076-246,GA076-246,,EXIT-RIF,Not specified,MGIT,3.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA078-276,GA078-276,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA080-313,GA080-313,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA302-404,GA302-404,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA306-406,GA306-406,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA315-409,GA315-409,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA316-410,GA316-410,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA321-411,GA321-411,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA322-412,GA322-412,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA324-413,GA324-413,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA329-414,GA329-414,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA331-415,GA331-415,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA342-416,GA342-416,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA346-418,GA346-418,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA359-450,GA359-450,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA360-451,GA360-451,,EXIT-RIF,Not specified,MGIT,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA369-452,GA369-452,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA500-229,GA500-229,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA502-230,GA502-230,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA504-231,GA504-231,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA509-232,GA509-232,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA514-247,GA514-247,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA516-234,GA516-234,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA517-235,GA517-235,,EXIT-RIF,Not specified,MGIT,7.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
GA523-248,GA523-248,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA525-249,GA525-249,,EXIT-RIF,Not specified,MGIT,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA527A-251,GA527A-251,,EXIT-RIF,Not specified,MGIT,7.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA531-277,GA531-277,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA532-278,GA532-278,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA535-279,GA535-279,,EXIT-RIF,Not specified,MGIT,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA536-314,GA536-314,,EXIT-RIF,Not specified,MGIT,3.75,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA540-294,GA540-294,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA540A-295,GA540A-295,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA567A-317,GA567A-317,,EXIT-RIF,Not specified,MGIT,50.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GA569-315,GA569-315,,EXIT-RIF,Not specified,MGIT,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
GA576B-366,GA576B-366,,EXIT-RIF,Not specified,MGIT,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YA00173806,YA00173806,South Africa,Gandhi,Not specified,MGIT,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
YA00069278,YA00069278,South Africa,Gandhi,Not specified,MGIT,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,
YA00086868,YA00086868,South Africa,Gandhi,Not specified,MGIT,,,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,
YA00054057,YA00054057,South Africa,Gandhi,Not specified,MGIT,,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,
YA00054080,YA00054080,South Africa,Gandhi,Not specified,MGIT,,,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,
YA00054080,YA00054080,South Africa,Gandhi,Not specified,MGIT,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,
YA00054080,YA00054080,South Africa,Gandhi,Not specified,MGIT,,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,
YA00087449,YA00087449,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00173818,YA00173818,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00070162,YA00070162,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00070150,YA00070150,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00086616,YA00086616,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00104331,YA00104331,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00104290,YA00104290,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00128735,YA00128735,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00104296,YA00104296,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00128739,YA00128739,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00128740,YA00128740,South Africa,Gandhi,Not specified,MGIT,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,
YA00070135,YA00070135,South Africa,Gandhi,Not specified,MGIT,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,
YA00128767,YA00128767,South Africa,Gandhi,Not specified,MGIT,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
YA00128770,YA00128770,South Africa,Gandhi,Not specified,MGIT,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
YA00086625,YA00086625,South Africa,Gandhi,Not specified,MGIT,,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,
YA00086626,YA00086626,South Africa,Gandhi,Not specified,MGIT,,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,
