Drug,Model,Num_Loci,Binned_MAE,Binned_MSE,MAE,MSE,Within_doubling,Spearman,Spearman_pval,Sensitivity,Specificity,Precision,Accuracy,Balanced_Acc,F1,CV,Addl_Data,Binned_MAE_exp,Binned_MSE_exp,Without_doubling
Ethambutol,CNN,2,0.3173609124174803,0.4509733753197718,0.7094952209364623,0.8553985174235387,0.9028542814221332,0.7782115117698055,0.0,0.7049180327868853,0.9343922651933702,0.8029045643153527,0.871306960440661,0.8196551489901277,0.7507274490785646,2,– Lineage,1.2460490949830678,1.3669622246644448,0.0971457185778668
Ethambutol,CNN,2,0.3163899357155575,0.4665928652518734,0.7170698294695823,0.8751568090787452,0.913370055082624,0.7743538484507461,0.0,0.7231329690346083,0.9302486187845304,0.7971887550200804,0.8733099649474211,0.8266907939095693,0.7583572110792741,3,– Lineage,1.2452107490031208,1.3818421896872741,0.08662994491737597
Ethambutol,CNN,2,0.3197061121952143,0.4587914022284776,0.701515699016453,0.8601868606417957,0.9023535302954432,0.7763011971713037,0.0,0.8233151183970856,0.8812154696132597,0.7243589743589743,0.8652979469203805,0.8522652940051727,0.7706734867860188,4,– Lineage,1.2480762805012866,1.374389959593815,0.09764646970455682
Ethambutol,CNN,2,0.3109352206321087,0.4459180486626896,0.6984630892267986,0.8496657259256316,0.914872308462694,0.7882275756892712,0.0,0.7595628415300546,0.923342541436464,0.7897727272727273,0.8783174762143214,0.8414526914832594,0.7743732590529248,0,+ Lineage,1.2405115954644605,1.3621806546718802,0.08512769153730604
Ethambutol,CNN,2,0.316652159829447,0.4479701531914388,0.7034939435074934,0.8563844077979422,0.9073610415623437,0.7872341736109262,0.0,0.8324225865209471,0.8853591160220995,0.7335473515248796,0.8708062093139709,0.8588908512715233,0.779863481228669,1,+ Lineage,1.2454370989608856,1.3641196133654792,0.09263895843765635
Ethambutol,CNN,2,0.3104178235327991,0.428651282661367,0.6931965371096743,0.8364523025855818,0.9093640460691036,0.7857725590683666,0.0,0.7941712204007286,0.9095303867403316,0.7689594356261023,0.8778167250876314,0.8518508035705301,0.7813620071684588,2,+ Lineage,1.240066787653418,1.345974691127507,0.0906359539308964
Ethambutol,CNN,2,0.3138590046640583,0.4393969440009903,0.6935846013767976,0.8433914110327088,0.9083625438157236,0.7874696191706345,0.0,0.8069216757741348,0.8998618784530387,0.7534013605442177,0.8743114672008012,0.8533917771135867,0.7792436235708003,3,+ Lineage,1.2430281811775077,1.3560373764349813,0.09163745618427643
Ethambutol,CNN,2,0.318112404700284,0.4520974321873514,0.705612989471757,0.8605416238593672,0.8963445167751627,0.7765696428106872,0.0,0.8287795992714025,0.8943370165745856,0.7483552631578947,0.8763144717075614,0.861558307922994,0.7865168539325842,4,+ Lineage,1.2466983244991021,1.3680276903221371,0.10365548322483731
Ethambutol,LinReg,2,0.3448492163835067,0.4385744053763222,0.6866318549072733,0.8387047059275018,0.8863294942413621,0.7782293522610915,0.0,0.7540983606557377,0.9102209944751382,0.7610294117647058,0.8673009514271407,0.8321596775654378,0.757548032936871,0,– Lineage,1.270018239342696,1.3552644651944712,0.11367050575863791
Ethambutol,LinReg,2,0.3463414915060717,0.4530174912206288,0.6844503929140089,0.8519829152781463,0.8898347521281923,0.777655273325585,0.0,0.7704918032786885,0.9019337016574586,0.7486725663716814,0.8657986980470707,0.8362127524680736,0.7594254937163376,1,– Lineage,1.2713325830412399,1.3689004095264672,0.1101652478718077
Ethambutol,LinReg,2,0.3422845128560615,0.4356354321088649,0.6828907536455796,0.8326719876254627,0.8878317476214321,0.7739893590133355,0.0,0.7795992714025501,0.9005524861878453,0.7482517482517482,0.8673009514271407,0.8400758787951977,0.7636039250669047,2,– Lineage,1.2677625119207243,1.3525064105673361,0.11216825237856787
